"id","type","level","text","solution","reasoning","source","subject"
"P0248","mmlu_electrical_engineering","Advanced","In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is

Options:
A. 0.
B. 0.5.
C. 1.
D. none of above.","B","Advanced-level knowledge required in electrical engineering.","MMLU","electrical_engineering"
"P0249","mmlu_college_biology","College","Which of the following is the best explanation for why net primary productivity in terrestrial ecosystems tends to increase toward the tropics?

Options:
A. The higher species diversity in the tropics tends to increase plant growth.
B. There are lower metabolic costs to plant growth in the tropics.
C. The availability of water and warm temperatures in the tropics fosters photosynthesis.
D. The tropics have more predators that minimize herbivory.","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0250","mmlu_college_biology","College","The soils of which of the following biomes has the highest rate of leaching and cycling of nutrients?

Options:
A. Tropical rain forest
B. Tundra
C. Taiga
D. Desert","A","College-level knowledge required in college biology.","MMLU","college_biology"
"P0251","mmlu_college_biology","College","Adequate serum levels of calcium are maintained in humans by the secretion of

Options:
A. thyroxine
B. glucagon
C. growth hormone
D. parathyroid hormone","D","College-level knowledge required in college biology.","MMLU","college_biology"
"P0252","mmlu_college_biology","College","Antibiotics that affect bacterial cells interfere with all of the following EXCEPT

Options:
A. peptidoglycan synthesis
B. protein synthesis
C. DNA synthesis
D. reverse transcriptase","D","College-level knowledge required in college biology.","MMLU","college_biology"
"P0253","mmlu_college_biology","College","Nerve outgrowth from a developing neuron begins at the growth cone, located at the tip of the axon. Microspikes of the growth cone extend and retract in order to move the growth cone forward. Exposure of the neuron to cytochasalin B at this stage of development causes

Options:
A. microtubules in the axon to undergo reversible dissociation
B. microtubules in the axon to undergo irreversible dissociation
C. microfilaments in the microspike to undergo reversible depolymerization
D. microfilaments in the microspike to undergo irreversible depolymerization","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0254","mmlu_college_biology","College","In Sweden, the red fox (Vulpes vulpes) severely limits populations of its prey, including hares. However, red fox populations are sometimes attacked by a fatal parasite, the mange mite. As mite population sizes increase at a given site, how are hare and fox populations most likely to respond at the same site? (Assume that hares have no major predators at this site other than foxes.)

Options:
A. Both fox and hare populations will decrease.
B. Both fox and hare populations will increase.
C. Fox populations will decrease and hare populations will increase.
D. Fox populations will increase and hare populations will decrease.","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0255","mmlu_college_biology","College","Mimicry is a strategy that has evolved through natural selection to increase the fitness of organisms to their environment. Which of the following represents a form of Batesian mimicry?

Options:
A. A type of millipede that is toxic to a toad is permanently avoided by the toad following the toad's initial attempt to consume it.
B. A moth exhibits false eyes at its tail end in order to disorient predators.
C. A moth exhibits nearly identical coloration to that of a stinging bee.
D. A ground-nesting gull chick displays a coloration pattern that is nearly indistinguishable from its surroundings.","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0256","mmlu_college_biology","College","Which of the following statements concerning the Golgi apparatus of a eukaryote is correct?

Options:
A. It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.
B. It is typically associated with small secretory vesicles located near its cis face.
C. Its composite flattened cisternae are continuous with one another.
D. Glycosylation of certain secretory proteins occurs prior to the protein's entry into its lumen.","A","College-level knowledge required in college biology.","MMLU","college_biology"
"P0257","mmlu_college_biology","College","The first point of entry of water at the roots of a monocot plant is through the cytoplasm of cells of the

Options:
A. root cap
B. Casparian strip
C. pericycle
D. endoderm","D","College-level knowledge required in college biology.","MMLU","college_biology"
"P0258","mmlu_college_biology","College","Which of the following most accurately describes a retrotransposon?

Options:
A. A DNA sequence that can move from one site in the genome to another without replicating
B. A DNA sequence that can be deleted from the genome without consequence
C. A DNA sequence that replicates via an RNA intermediate
D. A DNA sequence that replicates via a protein intermediate","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0259","mmlu_college_biology","College","All of the following may serve as intracellular messengers EXCEPT

Options:
A. calcium ions
B. cAMP
C. acetylcholine
D. inositol 1,4,5-triphosphate","C","College-level knowledge required in college biology.","MMLU","college_biology"
"P0260","mmlu_college_biology","College","If the activity of an enzyme is constant over a broad range of pH values, it is likely that

Options:
A. only ionizing groups on the enzyme participate in the reaction
B. only ionizing groups on the substrate participate in the reaction
C. ionizing groups on both the enzyme and substrate participate in the reaction
D. no ionizing groups on the enzyme or substrate participate in the reaction","D","College-level knowledge required in college biology.","MMLU","college_biology"
"P0261","mmlu_college_biology","College","Which of the following is encoded by the src oncogene and catalyzes the specific addition of phosphate groups to cellular proteins?

Options:
A. Protein phosphatase
B. Adenylate cyclase
C. G protein-linked receptor
D. Tyrosine kinase","D","College-level knowledge required in college biology.","MMLU","college_biology"
"P0262","mmlu_anatomy","Advanced","Macrostomia results from failure of fusion of

Options:
A. maxillary and mandibular processes.
B. left and right mandibular processes.
C. maxillary and frontonasal processes.
D. mandibular and hyoid arches.","A","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0263","mmlu_anatomy","Advanced","In the brain stem, pathways for:

Options:
A. nociception decussate in the medial lemniscus
B. skilled movements decussate in the medial lemniscus
C. skilled motor movements decussate in the pyramids.
D. discriminative touch decussate in the pyramids.","C","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0264","mmlu_anatomy","Advanced","The head of the sixth rib articulates with

Options:
A. The inferior articular facet of T5 and superior articular facet of T6.
B. The inferior articular demifacet of T5 and superior articular facet of T6.
C. The inferior articular demifacet of T5 and the superior articular demifacet of T6.
D. The superior and inferior demifacets of T6.","C","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0265","mmlu_anatomy","Advanced","Which of the following allows air to pass into the lungs?

Options:
A. Aorta
B. Esophagus
C. Trachea
D. Pancreas","C","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0266","mmlu_anatomy","Advanced","Which of the following is the large bone found superior to the patella and inferior to the ischium?

Options:
A. Calcaneus
B. Femur
C. Symphysis pubis
D. Tibia","B","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0267","mmlu_anatomy","Advanced","A possible effect of damage to the third cranial nerve by trauma to the orbit is

Options:
A. a convergent strabismus.
B. ptosis.
C. pupillary contriction.
D. bitemporal hemianopia.","B","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0268","mmlu_anatomy","Advanced","Which of the following statements is true of the temporomandibular joint?

Options:
A. It has an articular disc of hyaline cartilage
B. Its articular surfaces are covered by hyaline cartilage
C. Proprioceptive information is carried by the chorda tympani and deep temporal nerves
D. Proprioceptive information is carried by the masseteric and auriculotemporal nerves.","D","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0269","mmlu_anatomy","Advanced","A successful infraorbital nerve block will produce anaesthesia of the

Options:
A. maxillary anterior teeth.
B. maxillary anterior teeth and their labial gingivae.
C. maxillary anterior teeth, their labial gingivae and the upper lip.
D. maxillary anterior teeth, their labial gingivae, the upper lip and anterior hard palate.","C","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0270","mmlu_anatomy","Advanced","A patient with damage to their cervical sympathetic chain will show the following signs and symptoms.

Options:
A. Pupillary constriction
B. Pupillary constriction and vasodilation of facial vessels
C. Pupillary constriction, vasodilation of facial vessels and increased facial sweating
D. Pupillary constriction, vasodilation of facial vessels, increased facial sweating and decreased lacrimation","B","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0271","mmlu_anatomy","Advanced","Saliva contains an enzyme that acts upon which of the following nutrients?

Options:
A. Starches
B. Proteins
C. Fats
D. Minerals","A","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0272","mmlu_anatomy","Advanced","The mucosa of the upper larynx is innervated by the

Options:
A. internal laryngeal nerve which is the afferent limb of the cough reflex.
B. external laryngeal nerve which is the afferent limb of the gag reflex.
C. internal laryngeal nerve which is the afferent limb of the gag reflex.
D. external laryngeal nerve which is the afferent limb of the cough reflex.","A","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0273","mmlu_anatomy","Advanced","Which of the following conditions is characterized by incompetence of the esophageal sphincter?

Options:
A. Crohn's disease
B. Esophageal varices
C. Gastroesophageal reflux disease
D. Pyloric stenosis","C","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0274","mmlu_anatomy","Advanced","A pulse may be felt on a patient's face where the

Options:
A. facial artery crosses the mandible.
B. facial artery crosses the maxilla.
C. superficial temporal artery crosses the maxilla.
D. superficial temporal artery crosses the orbital rim.","A","Advanced-level knowledge required in anatomy.","MMLU","anatomy"
"P0275","mmlu_formal_logic","Advanced","Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(O ≡ P) ∨ P / P ∨ ~O

Options:
A. Valid
B. Invalid. Counterexample when O and P are true
C. Invalid. Counterexample when O is true and P is false
D. Invalid. Counterexample when P is true and O is false","A","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0276","mmlu_formal_logic","Advanced"," Select the best translation into predicate logic: No artifacts are people.

Options:
A. ~Pa
B. (∀x)(Ax ⊃ ~Px)
C. ~Ap
D. (∀x)(Ax • ~Px)","B","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0277","mmlu_formal_logic","Advanced"," Which of the given formulas of PL is the best symbolization of the following sentence?
Dylan likes neither math nor science.

Options:
A. M ∨ S
B. ~(M • S)
C. ~(M ∨ S)
D. ~M ∨ ~S","C","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0278","mmlu_formal_logic","Advanced","Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~C ⊃ D
D ⊃ C / C

Options:
A. Valid
B. Invalid. Counterexample when C and D are true
C. Invalid. Counterexample when C is true and D is false
D. Invalid. Counterexample when D is true and C is false","A","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0279","mmlu_formal_logic","Advanced"," Select the best translation into predicate logic. Marco doesn't move from Spain to Italy. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z)

Options:
A. ~Mmsi
B. M~mis
C. ~Mmis
D. M~msi","C","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0280","mmlu_formal_logic","Advanced"," Select the best translation into predicate logic. Some animals are neglected by cruel people. (Ax: x is an animal; Cx: x is cruel; Px: x is a person; Nxy: x neglects y)

Options:
A. (∃x)[(Ax • Cx) • (∃y)(Py • Nyx)]
B. (∃x)[(Cx • Px) • (∃y)(Ay • Nxy)]
C. (∃x)[(Ax • Px) • (∃y)(Cy • Nxy)]
D. (∃x)(∃y){[(Ax • Cy) • Py] • Nxy)]}","B","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0281","mmlu_formal_logic","Advanced"," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
M ∨ N
~M · O / N

Options:
A. Valid
B. Invalid. Counterexample when M and O are true and N is false
C. Invalid. Counterexample when M is true and O and N are false
D. Invalid. Counterexample when O is true and M and N are false","A","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0282","mmlu_formal_logic","Advanced","Identify the antecedent of the following conditional proposition: The Bees winning their first game is necessary for either the Aardvarks or the Chipmunks not winning their first game.

Options:
A. The Aardvarks do not win their first game.
B. The Bees win their first game.
C. The Chipmunks do not win their first game.
D. Either the Aardvarks or the Chipmunks do not win their first game.","D","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0283","mmlu_formal_logic","Advanced"," Select the best translation into predicate logic: All robots are artifacts.

Options:
A. (∀x)(Ax ∨ Rx)
B. (∀x)(Ax • Rx)
C. (∀x)(Rx ⊃ Ax)
D. (∀x)(Rx • Ax)","C","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0284","mmlu_formal_logic","Advanced","Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U

Options:
A. Valid
B. Invalid. Counterexample when T, X, and Z are true and U and W are false
C. Invalid. Counterexample when T and X are true and U, W, and Z are false
D. Invalid. Counterexample when T, W, and Z are true and U and X are false","A","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0285","mmlu_formal_logic","Advanced"," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D

Options:
A. If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.
B. If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.
C. Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.
D. Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.","B","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0286","mmlu_formal_logic","Advanced","Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
I ≡ ~J
I ∨ J / I

Options:
A. Valid
B. Invalid. Counterexample when I and J are true
C. Invalid. Counterexample when I is true and J is false
D. Invalid. Counterexample when J is true and I is false","D","Advanced-level knowledge required in formal logic.","MMLU","formal_logic"
"P0287","mmlu_machine_learning","Advanced","Which of the following is/are true regarding an SVM?

Options:
A. For two dimensional data points, the separating hyperplane learnt by a linear SVM will be a straight line.
B. In theory, a Gaussian kernel SVM cannot model any complex separating hyperplane.
C. For every kernel function used in a SVM, one can obtain an equivalent closed form basis expansion.
D. Overfitting in an SVM is not a function of number of support vectors.","A","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0288","mmlu_machine_learning","Advanced","If your training loss increases with number of epochs, which of the following could be a possible issue with the learning process?

Options:
A. Regularization is too low and model is overfitting
B. Regularization is too high and model is underfitting
C. Step size is too large
D. Step size is too small","C","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0289","mmlu_machine_learning","Advanced","As of 2020, which architecture is best for classifying high-resolution images?

Options:
A. convolutional networks
B. graph networks
C. fully connected networks
D. RBF networks","A","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0290","mmlu_machine_learning","Advanced","Another term for out-of-distribution detection is?

Options:
A. anomaly detection
B. one-class detection
C. train-test mismatch robustness
D. background detection","A","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0291","mmlu_machine_learning","Advanced","Statement 1| Since the VC dimension for an SVM with a Radial Base Kernel is infinite, such an SVM must be worse than an SVM with polynomial kernel which has a finite VC dimension. Statement 2| A two layer neural network with linear activation functions is essentially a weighted combination of linear separators, trained on a given dataset; the boosting algorithm built on linear separators also finds a combination of linear separators, therefore these two algorithms will give the same result.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","B","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0292","mmlu_machine_learning","Advanced","Which of the following is a clustering algorithm in machine learning?

Options:
A. Expectation Maximization
B. CART
C. Gaussian Naïve Bayes
D. Apriori","A","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0293","mmlu_machine_learning","Advanced","MLE estimates are often undesirable because

Options:
A. they are biased
B. they have high variance
C. they are not consistent estimators
D. None of the above","B","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0294","mmlu_machine_learning","Advanced","_ refers to a model that can neither model the training data nor generalize to new data.

Options:
A. good fitting
B. overfitting
C. underfitting
D. all of the above","C","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0295","mmlu_machine_learning","Advanced","Statement 1| The set of all rectangles in the 2D plane (which includes non axisaligned rectangles) can shatter a set of 5 points. Statement 2| The VC-dimension of k-Nearest Neighbour classifier when k = 1 is infinite.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","A","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0296","mmlu_machine_learning","Advanced","Given a Neural Net with N input nodes, no hidden layers, one output node, with Entropy Loss and Sigmoid Activation Functions, which of the following algorithms (with the proper hyper-parameters and initialization) can be used to find the global optimum?

Options:
A. Stochastic Gradient Descent
B. Mini-Batch Gradient Descent
C. Batch Gradient Descent
D. All of the above","D","Advanced-level knowledge required in machine learning.","MMLU","machine_learning"
"P0297","mmlu_college_physics","College","Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the

Options:
A. work function of the metal is proportional to the frequency
B. work function of the metal is proportional to the wavelength
C. current in the tube is a linear function of the wavelength
D. potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency","D","College-level knowledge required in college physics.","MMLU","college_physics"
"P0298","mmlu_college_physics","College","The energy required to remove both electrons from the helium atom in its ground state is 79.0 eV. How much energy is required to ionize helium (i.e., to remove one electron)?

Options:
A. 24.6 eV
B. 39.5 eV
C. 51.8 eV
D. 54.4 eV","A","College-level knowledge required in college physics.","MMLU","college_physics"
"P0299","mmlu_college_physics","College","An organ pipe, closed at one end and open at the other, is designed to have a fundamental frequency of C (131 Hz). What is the frequency of the next higher harmonic for this pipe?

Options:
A. 44 Hz
B. 196 Hz
C. 262 Hz
D. 393 Hz","D","College-level knowledge required in college physics.","MMLU","college_physics"
"P0300","mmlu_college_physics","College","A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying?

Options:
A. 150 m
B. 288 m
C. 360 m
D. 450 m","D","College-level knowledge required in college physics.","MMLU","college_physics"
"P0301","mmlu_college_physics","College","Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)

Options:
A. 0.1 eV
B. 1 eV
C. 10 eV
D. 100 eV","C","College-level knowledge required in college physics.","MMLU","college_physics"
"P0302","mmlu_college_physics","College","A resistor in a circuit dissipates energy at a rate of 1 W. If the voltage across the resistor is doubled, what will be the new rate of energy dissipation?

Options:
A. 0.25 W
B. 0.5 W
C. 1 W
D. 4 W","D","College-level knowledge required in college physics.","MMLU","college_physics"
"P0303","mmlu_college_physics","College","A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy?

Options:
A. 1/4
B. 1/3
C. 1/2
D. 2/3","B","College-level knowledge required in college physics.","MMLU","college_physics"
"P0304","mmlu_college_physics","College","A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately

Options:
A. 500 J
B. 1,000 J
C. 1,100 J
D. 2,000 J","B","College-level knowledge required in college physics.","MMLU","college_physics"
"P0305","mmlu_college_physics","College","In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a

Options:
A. square
B. hexagon
C. cube
D. tetrahedron","D","College-level knowledge required in college physics.","MMLU","college_physics"
"P0306","mmlu_abstract_algebra","Advanced","Statement 1 | If a group has an element of order 10, then it has elements of orders 1, 2, and 5. Statement 2 | If a group has an element of order 2 and an element of order 3, then it has an element of order 6.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","C","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0307","mmlu_abstract_algebra","Advanced","Statement 1 | If G, H and K are groups of order 4, at least two of them are isomorphic. Statement 2 | If Z_r + Z_s is isomorphic to a subgroup Z_m + Z_n, then r divides m and s divides n.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","C","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0308","mmlu_abstract_algebra","Advanced","(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is

Options:
A. 0
B. -2
C. a-2
D. (2+a)*-1","D","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0309","mmlu_abstract_algebra","Advanced","Statement 1 | For any two groups G and G', there exists a homomorphism of G into G'. Statement 2 | Every homomorphism is a one-to-one map.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","C","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0310","mmlu_abstract_algebra","Advanced","Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function f must necessarily be injective. Statement 2 | The function f must necessarily be surjective.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","C","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0311","mmlu_abstract_algebra","Advanced","Statement 1 | Every permutation is a cycle. Statement 2 | Every cycle is a permutation.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","D","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0312","mmlu_abstract_algebra","Advanced","Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","D","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0313","mmlu_abstract_algebra","Advanced","Statement 1 | The external direct product of cyclic groups is cyclic. Statement 2 | The external direct product of D_3 and D_4 is isomorphic to D_12.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","B","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0314","mmlu_abstract_algebra","Advanced","Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.

Options:
A. True, True
B. False, False
C. True, False
D. False, True","C","Advanced-level knowledge required in abstract algebra.","MMLU","abstract_algebra"
"P0315","mmlu_college_mathematics","College","If the finite group G contains a subgroup of order seven but no element (other than the identity) is its own inverse, then the order of G could be

Options:
A. 27
B. 28
C. 35
D. 37","C","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0316","mmlu_college_mathematics","College","What is the area of an equilateral triangle whose inscribed circle has radius 2?

Options:
A. 12
B. 16
C. 12*sqrt(3)
D. 16*sqrt(3)","C","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0317","mmlu_college_mathematics","College","Water drips out of a hole at the vertex of an upside down cone at a rate of 3 cm^3 per minute. The
cone’s height and radius are 2 cm and 1 cm, respectively. At what rate does the height of the water change
when the water level is half a centimeter below the top of the cone? The volume of a cone is V = (π/3)*r^2*h,
where r is the radius and h is the height of the cone.

Options:
A. −48/π cm/min
B. −4/(3π) cm/min
C. −8/(3π) cm/min
D. −16/(3π) cm/min","D","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0318","mmlu_college_mathematics","College","Statement 1 | f : X → Y is continuous and X is compact. f must be uniformly continuous. Statement 2 | If f(x), g(x) : R → R are everywhere differentiable f(g(x)) must be everywhere differentiable.

Options:
A. True, True
B. True, False
C. False, True
D. False, False","A","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0319","mmlu_college_mathematics","College","What is the units digit in the standard decimal expansion of the number 7^25?

Options:
A. 1
B. 3
C. 5
D. 7","D","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0320","mmlu_college_mathematics","College","The maximum number of acute angles in a convex 10-gon in the Euclidean plane is

Options:
A. 1
B. 2
C. 3
D. 4","C","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0321","mmlu_college_mathematics","College","Let R be a ring with a multiplicative identity. If U is an additive subgroup of R such that ur in U for all u in U and for all r in R, then U is said to be a right ideal of R. If R has exactly two right ideals, which of the following must be true?
I. R is commutative.
II. R is a division ring (that is, all elements except the additive identity have multiplicative inverses).
III. R is infinite.

Options:
A. I only
B. II only
C. III only
D. I and II only","B","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0322","mmlu_college_mathematics","College","Which of the following sets has the greatest cardinality?

Options:
A. R
B. The set of all functions from Z to Z
C. The set of all functions from R to {0, 1}
D. The set of all finite subsets of R","C","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0323","mmlu_college_mathematics","College","A discrete graph is complete if there is an edge connecting any pair of vertices. How many edges does a complete graph with 10 vertices have?

Options:
A. 10
B. 20
C. 25
D. 45","D","College-level knowledge required in college mathematics.","MMLU","college_mathematics"
"P0324","mmlu_college_chemistry","College","The molecular geometry of thionyl chloride, SOCl2, is best described as

Options:
A. trigonal planar
B. T-shaped
C. tetrahedral
D. trigonal pyramidal","D","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0325","mmlu_college_chemistry","College","Elements with partially filled 4f or 5f orbitals include all of the following EXCEPT

Options:
A. Cu
B. Gd
C. Eu
D. Am","A","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0326","mmlu_college_chemistry","College","The +1 oxidation state is more stable than the +3 oxidation state for which group 13 element?

Options:
A. B
B. Al
C. In
D. Tl","D","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0327","mmlu_college_chemistry","College","The 13C chemical shifts of benzene and chloroform are 128.4 ppm and 77.2 ppm respectively. What is the difference in the 13C NMR frequencies of the two compounds on a 600 MHz spectrometer?

Options:
A. 7.73 kHz
B. 30.7 kHz
C. 91.6 kHz
D. 122 kHz","A","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0328","mmlu_college_chemistry","College","Calculate the Q-factor for an X-band EPR cavity with a resonator bandwidth of 1.58 MHz.

Options:
A. Q = 1012
B. Q = 2012
C. Q = 3012
D. Q = 6012","D","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0329","mmlu_college_chemistry","College","Of the following compounds, which has the lowest melting point?

Options:
A. HCl
B. AgCl
C. CaCl2
D. CCl4","A","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0330","mmlu_college_chemistry","College","At 25°C, the maximum amount of PbI2 that can be dissolved in 1.00 L of pure water is 1.0 mmol. Assuming complete dissociation, the solubility product, K_sp, for lead iodide at 25°C is

Options:
A. 1.0 × 10^−3
B. 1.0 × 10^−6
C. 1.0 × 10^−9
D. 4.0 × 10^−9","D","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0331","mmlu_college_chemistry","College","Which of the following metal ions cannot be used as a paramagnetic quencher?

Options:
A. Ti3+
B. Cr3+
C. Fe3+
D. Zn2+","B","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0332","mmlu_college_chemistry","College","The 1H Larmor frequency of benzene exceeds that of trifluoroacetic acid by 1.656 kHz on a 400 MHz spectrometer. The 1H chemical shift of benzene is 7.16 ppm. What is the chemical shift of trifluoroacetic acid?

Options:
A. 3.02 ppm
B. 5.03 ppm
C. 10.56 ppm
D. 11.30 ppm","D","College-level knowledge required in college chemistry.","MMLU","college_chemistry"
"P0333","mmlu_medical_genetics","Advanced","The common mutation in α-thalassaemia consists of:

Options:
A. a deletion.
B. a duplication.
C. an insertion.
D. a point mutation.","A","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0334","mmlu_medical_genetics","Advanced","Plasmid vectors for cloning

Options:
A. can generally accommodate larger inserts than phage vectors can
B. grow within bacteria, and are present in bacterial colonies on an agar plate
C. can accommodate inserts of over 100 kilobases
D. include centromeres to allow propagation in yeast","B","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0335","mmlu_medical_genetics","Advanced","Male breast cancer is associated with mutations in ___.

Options:
A. BRCA1
B. BRCA2
C. NF1
D. RET","B","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0336","mmlu_medical_genetics","Advanced","The maternal serum level of alpha-fetoprotein (AFP) is lower than average in which situation?

Options:
A. Down syndrome
B. Exomphalos
C. Neural tube defects
D. Twin pregnancies","A","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
